pad distance,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label
140.0,RowPad,5,A,B04+,RowPad,5,A,T04+
140.0,RowPad,5,A,B04-,RowPad,5,A,T04-
140.0,ColumnPad,4,A,R05+,ColumnPad,4,A,L05+
140.0,ColumnPad,4,A,R05-,ColumnPad,4,A,L05-
140.0,RowPad,7,A,B05+,RowPad,7,A,T05+
140.0,RowPad,7,A,B05-,RowPad,7,A,T05-
140.0,ColumnPad,5,A,R07+,ColumnPad,5,A,L07+
140.0,ColumnPad,5,A,R07-,ColumnPad,5,A,L07-
140.0,RowPad,9,A,B06+,RowPad,9,A,T06+
140.0,RowPad,9,A,B06-,RowPad,9,A,T06-
140.0,ColumnPad,6,A,R09+,ColumnPad,6,A,L09+
140.0,ColumnPad,6,A,R09-,ColumnPad,6,A,L09-
140.0,RowPad,11,A,B07+,RowPad,11,A,T07+
140.0,RowPad,11,A,B07-,RowPad,11,A,T07-
140.0,ColumnPad,7,A,R11+,ColumnPad,7,A,L11+
140.0,ColumnPad,7,A,R11-,ColumnPad,7,A,L11-
140.0,RowPad,6,C,B10+,RowPad,6,C,T10+
140.0,RowPad,6,C,B10-,RowPad,6,C,T10-
140.0,ColumnPad,10,C,R06+,ColumnPad,10,C,L06+
140.0,ColumnPad,10,C,R06-,ColumnPad,10,C,L06-
140.0,RowPad,5,C,B08+,RowPad,5,C,T08+
140.0,RowPad,5,C,B08-,RowPad,5,C,T08-
140.0,ColumnPad,8,C,R05+,ColumnPad,8,C,L05+
140.0,ColumnPad,8,C,R05-,ColumnPad,8,C,L05-
140.0,RowPad,4,C,B06+,RowPad,4,C,T06+
140.0,RowPad,4,C,B06-,RowPad,4,C,T06-
140.0,ColumnPad,6,C,R04+,ColumnPad,6,C,L04+
140.0,ColumnPad,6,C,R04-,ColumnPad,6,C,L04-
140.0,RowPad,3,C,B04+,RowPad,3,C,T04+
140.0,RowPad,3,C,B04-,RowPad,3,C,T04-
140.0,ColumnPad,4,C,R03+,ColumnPad,4,C,L03+
140.0,ColumnPad,4,C,R03-,ColumnPad,4,C,L03-
140.0,RowPad,2,C,B02+,RowPad,2,C,T02+
140.0,RowPad,2,C,B02-,RowPad,2,C,T02-
140.0,ColumnPad,2,C,R02+,ColumnPad,2,C,L02+
140.0,ColumnPad,2,C,R02-,ColumnPad,2,C,L02-
140.0,RowPad,1,C,B00+,RowPad,1,C,T00+
140.0,RowPad,1,C,B00+,RowPad,1,C,X00+
140.0,RowPad,1,C,B00-,RowPad,1,C,T00-
140.0,RowPad,1,C,B00-,RowPad,1,C,X00-
280.0,RowPad,1,C,T00+,RowPad,1,C,X00+
280.0,RowPad,1,C,T00-,RowPad,1,C,X00-
140.0,ColumnPad,0,C,R01+,ColumnPad,0,C,L01+
140.0,ColumnPad,0,C,R01-,ColumnPad,0,C,L01-
140.0,RowPad,0,A,B01+,RowPad,0,A,T01+
140.0,RowPad,0,A,B01-,RowPad,0,A,T01-
140.0,ColumnPad,1,A,R00+,ColumnPad,1,A,L00+
140.0,ColumnPad,1,A,R00-,ColumnPad,1,A,L00-
140.0,RowPad,2,A,B02+,RowPad,2,A,T02+
140.0,RowPad,2,A,B02-,RowPad,2,A,T02-
140.0,ColumnPad,2,A,R02+,ColumnPad,2,A,L02+
140.0,ColumnPad,2,A,R02-,ColumnPad,2,A,L02-
140.0,RowPad,4,A,B03+,RowPad,4,A,T03+
140.0,RowPad,4,A,B03-,RowPad,4,A,T03-
140.0,ColumnPad,3,A,R04+,ColumnPad,3,A,L04+
140.0,ColumnPad,3,A,R04-,ColumnPad,3,A,L04-
140.0,RowPad,6,A,B04+,RowPad,6,A,T04+
140.0,RowPad,6,A,B04-,RowPad,6,A,T04-
140.0,ColumnPad,4,A,R06+,ColumnPad,4,A,L06+
140.0,ColumnPad,4,A,R06-,ColumnPad,4,A,L06-
140.0,RowPad,8,A,B05+,RowPad,8,A,T05+
140.0,RowPad,8,A,B05-,RowPad,8,A,T05-
140.0,ColumnPad,5,A,R08+,ColumnPad,5,A,L08+
140.0,ColumnPad,5,A,R08-,ColumnPad,5,A,L08-
140.0,RowPad,10,A,B06+,RowPad,10,A,T06+
140.0,RowPad,10,A,B06-,RowPad,10,A,T06-
140.0,ColumnPad,6,A,R10+,ColumnPad,6,A,L10+
140.0,ColumnPad,6,A,R10-,ColumnPad,6,A,L10-
140.0,RowPad,6,C,B11+,RowPad,6,C,T11+
140.0,RowPad,6,C,B11-,RowPad,6,C,T11-
140.0,ColumnPad,11,C,R06+,ColumnPad,11,C,L06+
140.0,ColumnPad,11,C,R06-,ColumnPad,11,C,L06-
140.0,RowPad,5,C,B09+,RowPad,5,C,T09+
140.0,RowPad,5,C,B09-,RowPad,5,C,T09-
140.0,ColumnPad,9,C,R05+,ColumnPad,9,C,L05+
140.0,ColumnPad,9,C,R05-,ColumnPad,9,C,L05-
140.0,RowPad,4,C,B07+,RowPad,4,C,T07+
140.0,RowPad,4,C,B07-,RowPad,4,C,T07-
140.0,ColumnPad,7,C,R04+,ColumnPad,7,C,L04+
140.0,ColumnPad,7,C,R04-,ColumnPad,7,C,L04-
140.0,RowPad,3,C,B05+,RowPad,3,C,T05+
140.0,RowPad,3,C,B05-,RowPad,3,C,T05-
140.0,ColumnPad,5,C,R03+,ColumnPad,5,C,L03+
140.0,ColumnPad,5,C,R03-,ColumnPad,5,C,L03-
140.0,RowPad,2,C,B03+,RowPad,2,C,T03+
140.0,RowPad,2,C,B03-,RowPad,2,C,T03-
140.0,ColumnPad,3,C,R02+,ColumnPad,3,C,L02+
140.0,ColumnPad,3,C,R02-,ColumnPad,3,C,L02-
140.0,RowPad,1,C,B01+,RowPad,1,C,T01+
140.0,RowPad,1,C,B01-,RowPad,1,C,T01-
140.0,ColumnPad,1,C,R01+,ColumnPad,1,C,L01+
140.0,ColumnPad,1,C,R01-,ColumnPad,1,C,L01-
140.0,RowPad,1,A,B01+,RowPad,1,A,T01+
140.0,RowPad,1,A,B01-,RowPad,1,A,T01-
140.0,ColumnPad,1,A,R01+,ColumnPad,1,A,L01+
140.0,ColumnPad,1,A,R01-,ColumnPad,1,A,L01-
140.0,RowPad,3,A,B02+,RowPad,3,A,T02+
140.0,RowPad,3,A,B02-,RowPad,3,A,T02-
140.0,ColumnPad,2,A,R03+,ColumnPad,2,A,L03+
140.0,ColumnPad,2,A,R03-,ColumnPad,2,A,L03-
140.0,RowPad,5,A,B03+,RowPad,5,A,T03+
140.0,RowPad,5,A,B03-,RowPad,5,A,T03-
140.0,ColumnPad,3,A,R05+,ColumnPad,3,A,L05+
140.0,ColumnPad,3,A,R05-,ColumnPad,3,A,L05-
140.0,RowPad,7,A,B04+,RowPad,7,A,T04+
140.0,RowPad,7,A,B04-,RowPad,7,A,T04-
140.0,ColumnPad,4,A,R07+,ColumnPad,4,A,L07+
140.0,ColumnPad,4,A,R07-,ColumnPad,4,A,L07-
140.0,RowPad,9,A,B05+,RowPad,9,A,T05+
140.0,RowPad,9,A,B05-,RowPad,9,A,T05-
140.0,ColumnPad,5,A,R09+,ColumnPad,5,A,L09+
140.0,ColumnPad,5,A,R09-,ColumnPad,5,A,L09-
140.0,RowPad,11,A,B06+,RowPad,11,A,T06+
140.0,RowPad,11,A,B06-,RowPad,11,A,T06-
140.0,ColumnPad,6,A,R11+,ColumnPad,6,A,L11+
140.0,ColumnPad,6,A,R11-,ColumnPad,6,A,L11-
140.0,RowPad,5,C,B10+,RowPad,5,C,T10+
140.0,RowPad,5,C,B10-,RowPad,5,C,T10-
140.0,ColumnPad,10,C,R05+,ColumnPad,10,C,L05+
140.0,ColumnPad,10,C,R05-,ColumnPad,10,C,L05-
140.0,RowPad,4,C,B08+,RowPad,4,C,T08+
140.0,RowPad,4,C,B08-,RowPad,4,C,T08-
140.0,ColumnPad,8,C,R04+,ColumnPad,8,C,L04+
140.0,ColumnPad,8,C,R04-,ColumnPad,8,C,L04-
140.0,RowPad,3,C,B06+,RowPad,3,C,T06+
140.0,RowPad,3,C,B06-,RowPad,3,C,T06-
140.0,ColumnPad,6,C,R03+,ColumnPad,6,C,L03+
140.0,ColumnPad,6,C,R03-,ColumnPad,6,C,L03-
140.0,RowPad,2,C,B04+,RowPad,2,C,T04+
140.0,RowPad,2,C,B04-,RowPad,2,C,T04-
140.0,ColumnPad,4,C,R02+,ColumnPad,4,C,L02+
140.0,ColumnPad,4,C,R02-,ColumnPad,4,C,L02-
140.0,RowPad,1,C,B02+,RowPad,1,C,T02+
140.0,RowPad,1,C,B02-,RowPad,1,C,T02-
140.0,ColumnPad,2,C,R01+,ColumnPad,2,C,L01+
140.0,ColumnPad,2,C,R01-,ColumnPad,2,C,L01-
140.0,RowPad,0,C,B00+,RowPad,0,C,T00+
140.0,RowPad,0,C,B00+,RowPad,0,C,X00+
140.0,RowPad,0,C,B00-,RowPad,0,C,T00-
140.0,RowPad,0,C,B00-,RowPad,0,C,X00-
280.0,RowPad,0,C,T00+,RowPad,0,C,X00+
280.0,RowPad,0,C,T00-,RowPad,0,C,X00-
140.0,ColumnPad,0,C,R00+,ColumnPad,0,C,L00+
140.0,ColumnPad,0,C,R00-,ColumnPad,0,C,L00-
140.0,RowPad,0,A,B00+,RowPad,0,A,T00+
140.0,RowPad,0,A,B00+,RowPad,0,A,X00+
140.0,RowPad,0,A,B00-,RowPad,0,A,T00-
140.0,RowPad,0,A,B00-,RowPad,0,A,X00-
280.0,RowPad,0,A,T00+,RowPad,0,A,X00+
280.0,RowPad,0,A,T00-,RowPad,0,A,X00-
140.0,ColumnPad,0,A,R00+,ColumnPad,0,A,L00+
140.0,ColumnPad,0,A,R00-,ColumnPad,0,A,L00-
140.0,RowPad,2,A,B01+,RowPad,2,A,T01+
140.0,RowPad,2,A,B01-,RowPad,2,A,T01-
140.0,ColumnPad,1,A,R02+,ColumnPad,1,A,L02+
140.0,ColumnPad,1,A,R02-,ColumnPad,1,A,L02-
140.0,RowPad,4,A,B02+,RowPad,4,A,T02+
140.0,RowPad,4,A,B02-,RowPad,4,A,T02-
140.0,ColumnPad,2,A,R04+,ColumnPad,2,A,L04+
140.0,ColumnPad,2,A,R04-,ColumnPad,2,A,L04-
140.0,RowPad,6,A,B03+,RowPad,6,A,T03+
140.0,RowPad,6,A,B03-,RowPad,6,A,T03-
140.0,ColumnPad,3,A,R06+,ColumnPad,3,A,L06+
140.0,ColumnPad,3,A,R06-,ColumnPad,3,A,L06-
140.0,RowPad,8,A,B04+,RowPad,8,A,T04+
140.0,RowPad,8,A,B04-,RowPad,8,A,T04-
140.0,ColumnPad,4,A,R08+,ColumnPad,4,A,L08+
140.0,ColumnPad,4,A,R08-,ColumnPad,4,A,L08-
140.0,RowPad,10,A,B05+,RowPad,10,A,T05+
140.0,RowPad,10,A,B05-,RowPad,10,A,T05-
140.0,ColumnPad,5,A,R10+,ColumnPad,5,A,L10+
140.0,ColumnPad,5,A,R10-,ColumnPad,5,A,L10-
140.0,RowPad,5,C,B11+,RowPad,5,C,T11+
140.0,RowPad,5,C,B11-,RowPad,5,C,T11-
140.0,ColumnPad,11,C,R05+,ColumnPad,11,C,L05+
140.0,ColumnPad,11,C,R05-,ColumnPad,11,C,L05-
140.0,RowPad,4,C,B09+,RowPad,4,C,T09+
140.0,RowPad,4,C,B09-,RowPad,4,C,T09-
140.0,ColumnPad,9,C,R04+,ColumnPad,9,C,L04+
140.0,ColumnPad,9,C,R04-,ColumnPad,9,C,L04-
140.0,RowPad,3,C,B07+,RowPad,3,C,T07+
140.0,RowPad,3,C,B07-,RowPad,3,C,T07-
140.0,ColumnPad,7,C,R03+,ColumnPad,7,C,L03+
140.0,ColumnPad,7,C,R03-,ColumnPad,7,C,L03-
140.0,RowPad,2,C,B05+,RowPad,2,C,T05+
140.0,RowPad,2,C,B05-,RowPad,2,C,T05-
140.0,ColumnPad,5,C,R02+,ColumnPad,5,C,L02+
140.0,ColumnPad,5,C,R02-,ColumnPad,5,C,L02-
140.0,RowPad,1,C,B03+,RowPad,1,C,T03+
140.0,RowPad,1,C,B03-,RowPad,1,C,T03-
140.0,ColumnPad,3,C,R01+,ColumnPad,3,C,L01+
140.0,ColumnPad,3,C,R01-,ColumnPad,3,C,L01-
140.0,RowPad,0,C,B01+,RowPad,0,C,T01+
140.0,RowPad,0,C,B01-,RowPad,0,C,T01-
140.0,ColumnPad,1,C,R00+,ColumnPad,1,C,L00+
140.0,ColumnPad,1,C,R00-,ColumnPad,1,C,L00-
140.0,RowPad,1,A,B00+,RowPad,1,A,T00+
140.0,RowPad,1,A,B00+,RowPad,1,A,X00+
140.0,RowPad,1,A,B00-,RowPad,1,A,T00-
140.0,RowPad,1,A,B00-,RowPad,1,A,X00-
280.0,RowPad,1,A,T00+,RowPad,1,A,X00+
280.0,RowPad,1,A,T00-,RowPad,1,A,X00-
140.0,ColumnPad,0,A,R01+,ColumnPad,0,A,L01+
140.0,ColumnPad,0,A,R01-,ColumnPad,0,A,L01-
140.0,RowPad,3,A,B01+,RowPad,3,A,T01+
140.0,RowPad,3,A,B01-,RowPad,3,A,T01-
140.0,ColumnPad,1,A,R03+,ColumnPad,1,A,L03+
140.0,ColumnPad,1,A,R03-,ColumnPad,1,A,L03-
140.0,RowPad,5,A,B02+,RowPad,5,A,T02+
140.0,RowPad,5,A,B02-,RowPad,5,A,T02-
140.0,ColumnPad,2,A,R05+,ColumnPad,2,A,L05+
140.0,ColumnPad,2,A,R05-,ColumnPad,2,A,L05-
140.0,RowPad,7,A,B03+,RowPad,7,A,T03+
140.0,RowPad,7,A,B03-,RowPad,7,A,T03-
140.0,ColumnPad,3,A,R07+,ColumnPad,3,A,L07+
140.0,ColumnPad,3,A,R07-,ColumnPad,3,A,L07-
140.0,RowPad,9,A,B04+,RowPad,9,A,T04+
140.0,RowPad,9,A,B04-,RowPad,9,A,T04-
140.0,ColumnPad,4,A,R09+,ColumnPad,4,A,L09+
140.0,ColumnPad,4,A,R09-,ColumnPad,4,A,L09-
140.0,RowPad,11,A,B05+,RowPad,11,A,T05+
140.0,RowPad,11,A,B05-,RowPad,11,A,T05-
140.0,ColumnPad,5,A,R11+,ColumnPad,5,A,L11+
140.0,ColumnPad,5,A,R11-,ColumnPad,5,A,L11-
140.0,RowPad,0,B,B00+,RowPad,0,B,T00+
140.0,RowPad,0,B,B00+,RowPad,0,B,X00+
140.0,RowPad,0,B,B00-,RowPad,0,B,T00-
140.0,RowPad,0,B,B00-,RowPad,0,B,X00-
280.0,RowPad,0,B,T00+,RowPad,0,B,X00+
280.0,RowPad,0,B,T00-,RowPad,0,B,X00-
140.0,ColumnPad,0,B,R00+,ColumnPad,0,B,L00+
140.0,ColumnPad,0,B,R00-,ColumnPad,0,B,L00-
140.0,RowPad,4,C,B10+,RowPad,4,C,T10+
140.0,RowPad,4,C,B10-,RowPad,4,C,T10-
140.0,ColumnPad,10,C,R04+,ColumnPad,10,C,L04+
140.0,ColumnPad,10,C,R04-,ColumnPad,10,C,L04-
140.0,RowPad,3,C,B08+,RowPad,3,C,T08+
140.0,RowPad,3,C,B08-,RowPad,3,C,T08-
140.0,ColumnPad,8,C,R03+,ColumnPad,8,C,L03+
140.0,ColumnPad,8,C,R03-,ColumnPad,8,C,L03-
140.0,RowPad,2,C,B06+,RowPad,2,C,T06+
140.0,RowPad,2,C,B06-,RowPad,2,C,T06-
140.0,ColumnPad,6,C,R02+,ColumnPad,6,C,L02+
140.0,ColumnPad,6,C,R02-,ColumnPad,6,C,L02-
140.0,RowPad,1,C,B04+,RowPad,1,C,T04+
140.0,RowPad,1,C,B04-,RowPad,1,C,T04-
140.0,ColumnPad,4,C,R01+,ColumnPad,4,C,L01+
140.0,ColumnPad,4,C,R01-,ColumnPad,4,C,L01-
140.0,RowPad,0,C,B02+,RowPad,0,C,T02+
140.0,RowPad,0,C,B02-,RowPad,0,C,T02-
140.0,ColumnPad,2,C,R00+,ColumnPad,2,C,L00+
140.0,ColumnPad,2,C,R00-,ColumnPad,2,C,L00-
140.0,RowPad,2,A,B00+,RowPad,2,A,T00+
140.0,RowPad,2,A,B00+,RowPad,2,A,X00+
140.0,RowPad,2,A,B00-,RowPad,2,A,T00-
140.0,RowPad,2,A,B00-,RowPad,2,A,X00-
280.001,RowPad,2,A,T00+,RowPad,2,A,X00+
280.0,RowPad,2,A,T00-,RowPad,2,A,X00-
140.0,ColumnPad,0,A,R02+,ColumnPad,0,A,L02+
140.0,ColumnPad,0,A,R02-,ColumnPad,0,A,L02-
140.0,RowPad,4,A,B01+,RowPad,4,A,T01+
140.0,RowPad,4,A,B01-,RowPad,4,A,T01-
140.0,ColumnPad,1,A,R04+,ColumnPad,1,A,L04+
140.0,ColumnPad,1,A,R04-,ColumnPad,1,A,L04-
140.0,RowPad,6,A,B02+,RowPad,6,A,T02+
140.0,RowPad,6,A,B02-,RowPad,6,A,T02-
140.0,ColumnPad,2,A,R06+,ColumnPad,2,A,L06+
140.0,ColumnPad,2,A,R06-,ColumnPad,2,A,L06-
140.0,RowPad,8,A,B03+,RowPad,8,A,T03+
140.0,RowPad,8,A,B03-,RowPad,8,A,T03-
140.0,ColumnPad,3,A,R08+,ColumnPad,3,A,L08+
140.0,ColumnPad,3,A,R08-,ColumnPad,3,A,L08-
140.0,RowPad,10,A,B04+,RowPad,10,A,T04+
140.0,RowPad,10,A,B04-,RowPad,10,A,T04-
140.0,ColumnPad,4,A,R10+,ColumnPad,4,A,L10+
140.0,ColumnPad,4,A,R10-,ColumnPad,4,A,L10-
140.0,RowPad,1,B,B00+,RowPad,1,B,T00+
140.0,RowPad,1,B,B00+,RowPad,1,B,X00+
140.0,RowPad,1,B,B00-,RowPad,1,B,T00-
140.0,RowPad,1,B,B00-,RowPad,1,B,X00-
280.001,RowPad,1,B,T00+,RowPad,1,B,X00+
280.0,RowPad,1,B,T00-,RowPad,1,B,X00-
140.0,ColumnPad,0,B,R01+,ColumnPad,0,B,L01+
140.0,ColumnPad,0,B,R01-,ColumnPad,0,B,L01-
140.0,RowPad,0,B,B01+,RowPad,0,B,T01+
140.0,RowPad,0,B,B01-,RowPad,0,B,T01-
140.0,ColumnPad,1,B,R00+,ColumnPad,1,B,L00+
140.0,ColumnPad,1,B,R00-,ColumnPad,1,B,L00-
140.0,RowPad,4,C,B11+,RowPad,4,C,T11+
140.0,RowPad,4,C,B11-,RowPad,4,C,T11-
140.0,ColumnPad,11,C,R04+,ColumnPad,11,C,L04+
140.0,ColumnPad,11,C,R04-,ColumnPad,11,C,L04-
140.0,RowPad,3,C,B09+,RowPad,3,C,T09+
140.0,RowPad,3,C,B09-,RowPad,3,C,T09-
140.0,ColumnPad,9,C,R03+,ColumnPad,9,C,L03+
140.0,ColumnPad,9,C,R03-,ColumnPad,9,C,L03-
140.0,RowPad,2,C,B07+,RowPad,2,C,T07+
140.0,RowPad,2,C,B07-,RowPad,2,C,T07-
140.0,ColumnPad,7,C,R02+,ColumnPad,7,C,L02+
140.0,ColumnPad,7,C,R02-,ColumnPad,7,C,L02-
140.0,RowPad,1,C,B05+,RowPad,1,C,T05+
140.0,RowPad,1,C,B05-,RowPad,1,C,T05-
140.0,ColumnPad,5,C,R01+,ColumnPad,5,C,L01+
140.0,ColumnPad,5,C,R01-,ColumnPad,5,C,L01-
140.0,RowPad,0,C,B03+,RowPad,0,C,T03+
140.0,RowPad,0,C,B03-,RowPad,0,C,T03-
140.0,ColumnPad,3,C,R00+,ColumnPad,3,C,L00+
140.0,ColumnPad,3,C,R00-,ColumnPad,3,C,L00-
140.0,RowPad,3,A,B00+,RowPad,3,A,T00+
140.0,RowPad,3,A,B00+,RowPad,3,A,X00+
140.0,RowPad,3,A,B00-,RowPad,3,A,T00-
140.0,RowPad,3,A,B00-,RowPad,3,A,X00-
280.0,RowPad,3,A,T00+,RowPad,3,A,X00+
280.0,RowPad,3,A,T00-,RowPad,3,A,X00-
140.0,ColumnPad,0,A,R03+,ColumnPad,0,A,L03+
140.0,ColumnPad,0,A,R03-,ColumnPad,0,A,L03-
140.0,RowPad,5,A,B01+,RowPad,5,A,T01+
140.0,RowPad,5,A,B01-,RowPad,5,A,T01-
140.0,ColumnPad,1,A,R05+,ColumnPad,1,A,L05+
140.0,ColumnPad,1,A,R05-,ColumnPad,1,A,L05-
140.0,RowPad,7,A,B02+,RowPad,7,A,T02+
140.0,RowPad,7,A,B02-,RowPad,7,A,T02-
140.0,ColumnPad,2,A,R07+,ColumnPad,2,A,L07+
140.0,ColumnPad,2,A,R07-,ColumnPad,2,A,L07-
140.0,RowPad,9,A,B03+,RowPad,9,A,T03+
140.0,RowPad,9,A,B03-,RowPad,9,A,T03-
140.0,ColumnPad,3,A,R09+,ColumnPad,3,A,L09+
140.0,ColumnPad,3,A,R09-,ColumnPad,3,A,L09-
140.0,RowPad,11,A,B04+,RowPad,11,A,T04+
140.0,RowPad,11,A,B04-,RowPad,11,A,T04-
140.0,ColumnPad,4,A,R11+,ColumnPad,4,A,L11+
140.0,ColumnPad,4,A,R11-,ColumnPad,4,A,L11-
140.0,RowPad,2,B,B00+,RowPad,2,B,T00+
140.0,RowPad,2,B,B00+,RowPad,2,B,X00+
140.0,RowPad,2,B,B00-,RowPad,2,B,T00-
140.0,RowPad,2,B,B00-,RowPad,2,B,X00-
280.0,RowPad,2,B,T00+,RowPad,2,B,X00+
280.0,RowPad,2,B,T00-,RowPad,2,B,X00-
140.0,ColumnPad,0,B,R02+,ColumnPad,0,B,L02+
140.0,ColumnPad,0,B,R02-,ColumnPad,0,B,L02-
140.0,RowPad,1,B,B01+,RowPad,1,B,T01+
140.0,RowPad,1,B,B01-,RowPad,1,B,T01-
140.0,ColumnPad,1,B,R01+,ColumnPad,1,B,L01+
140.0,ColumnPad,1,B,R01-,ColumnPad,1,B,L01-
140.0,RowPad,0,B,B02+,RowPad,0,B,T02+
140.0,RowPad,0,B,B02-,RowPad,0,B,T02-
140.0,ColumnPad,2,B,R00+,ColumnPad,2,B,L00+
140.0,ColumnPad,2,B,R00-,ColumnPad,2,B,L00-
140.0,RowPad,3,C,B10+,RowPad,3,C,T10+
140.0,RowPad,3,C,B10-,RowPad,3,C,T10-
140.0,ColumnPad,10,C,R03+,ColumnPad,10,C,L03+
140.0,ColumnPad,10,C,R03-,ColumnPad,10,C,L03-
140.0,RowPad,2,C,B08+,RowPad,2,C,T08+
140.0,RowPad,2,C,B08-,RowPad,2,C,T08-
140.0,ColumnPad,8,C,R02+,ColumnPad,8,C,L02+
140.0,ColumnPad,8,C,R02-,ColumnPad,8,C,L02-
140.0,RowPad,1,C,B06+,RowPad,1,C,T06+
140.0,RowPad,1,C,B06-,RowPad,1,C,T06-
140.0,ColumnPad,6,C,R01+,ColumnPad,6,C,L01+
140.0,ColumnPad,6,C,R01-,ColumnPad,6,C,L01-
140.0,RowPad,0,C,B04+,RowPad,0,C,T04+
140.0,RowPad,0,C,B04-,RowPad,0,C,T04-
140.0,ColumnPad,4,C,R00+,ColumnPad,4,C,L00+
140.0,ColumnPad,4,C,R00-,ColumnPad,4,C,L00-
140.0,RowPad,4,A,B00+,RowPad,4,A,T00+
140.0,RowPad,4,A,B00+,RowPad,4,A,X00+
140.0,RowPad,4,A,B00-,RowPad,4,A,T00-
140.0,RowPad,4,A,B00-,RowPad,4,A,X00-
280.0,RowPad,4,A,T00+,RowPad,4,A,X00+
280.0,RowPad,4,A,T00-,RowPad,4,A,X00-
140.0,ColumnPad,0,A,R04+,ColumnPad,0,A,L04+
140.0,ColumnPad,0,A,R04-,ColumnPad,0,A,L04-
140.0,RowPad,6,A,B01+,RowPad,6,A,T01+
140.0,RowPad,6,A,B01-,RowPad,6,A,T01-
140.0,ColumnPad,1,A,R06+,ColumnPad,1,A,L06+
140.0,ColumnPad,1,A,R06-,ColumnPad,1,A,L06-
140.0,RowPad,8,A,B02+,RowPad,8,A,T02+
