pad distance,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label
140.0,ColumnPad,11,C,R00-,ColumnPad,11,C,L00-
140.0,RowPad,11,A,B00+,RowPad,11,A,T00+
140.0,RowPad,11,A,B00+,RowPad,11,A,X00+
140.0,RowPad,11,A,B00-,RowPad,11,A,T00-
140.0,RowPad,11,A,B00-,RowPad,11,A,X00-
280.0,RowPad,11,A,T00+,RowPad,11,A,X00+
280.001,RowPad,11,A,T00-,RowPad,11,A,X00-
140.0,ColumnPad,0,A,R11+,ColumnPad,0,A,L11+
140.0,ColumnPad,0,A,R11-,ColumnPad,0,A,L11-
140.0,RowPad,10,B,B00+,RowPad,10,B,T00+
140.0,RowPad,10,B,B00+,RowPad,10,B,X00+
140.0,RowPad,10,B,B00-,RowPad,10,B,T00-
140.0,RowPad,10,B,B00-,RowPad,10,B,X00-
280.0,RowPad,10,B,T00+,RowPad,10,B,X00+
280.001,RowPad,10,B,T00-,RowPad,10,B,X00-
140.0,ColumnPad,0,B,R10+,ColumnPad,0,B,L10+
140.0,ColumnPad,0,B,R10-,ColumnPad,0,B,L10-
140.0,RowPad,9,B,B01+,RowPad,9,B,T01+
140.0,RowPad,9,B,B01-,RowPad,9,B,T01-
140.0,ColumnPad,1,B,R09+,ColumnPad,1,B,L09+
140.0,ColumnPad,1,B,R09-,ColumnPad,1,B,L09-
140.0,RowPad,8,B,B02+,RowPad,8,B,T02+
140.0,RowPad,8,B,B02-,RowPad,8,B,T02-
140.0,ColumnPad,2,B,R08+,ColumnPad,2,B,L08+
140.0,ColumnPad,2,B,R08-,ColumnPad,2,B,L08-
140.0,RowPad,7,B,B03+,RowPad,7,B,T03+
140.0,RowPad,7,B,B03-,RowPad,7,B,T03-
140.0,ColumnPad,3,B,R07+,ColumnPad,3,B,L07+
140.0,ColumnPad,3,B,R07-,ColumnPad,3,B,L07-
140.0,RowPad,6,B,B04+,RowPad,6,B,T04+
140.0,RowPad,6,B,B04-,RowPad,6,B,T04-
140.0,ColumnPad,4,B,R06+,ColumnPad,4,B,L06+
140.0,ColumnPad,4,B,R06-,ColumnPad,4,B,L06-
140.0,RowPad,5,B,B05+,RowPad,5,B,T05+
140.0,RowPad,5,B,B05-,RowPad,5,B,T05-
140.0,ColumnPad,5,B,R05+,ColumnPad,5,B,L05+
140.0,ColumnPad,5,B,R05-,ColumnPad,5,B,L05-
140.0,RowPad,4,B,B06+,RowPad,4,B,T06+
140.0,RowPad,4,B,B06-,RowPad,4,B,T06-
140.0,ColumnPad,6,B,R04+,ColumnPad,6,B,L04+
140.0,ColumnPad,6,B,R04-,ColumnPad,6,B,L04-
140.0,RowPad,3,B,B07+,RowPad,3,B,T07+
140.0,RowPad,3,B,B07-,RowPad,3,B,T07-
140.0,ColumnPad,7,B,R03+,ColumnPad,7,B,L03+
140.0,ColumnPad,7,B,R03-,ColumnPad,7,B,L03-
140.0,RowPad,2,B,B08+,RowPad,2,B,T08+
140.0,RowPad,2,B,B08-,RowPad,2,B,T08-
140.0,ColumnPad,8,B,R02+,ColumnPad,8,B,L02+
140.0,ColumnPad,8,B,R02-,ColumnPad,8,B,L02-
140.0,RowPad,1,B,B09+,RowPad,1,B,T09+
140.0,RowPad,1,B,B09-,RowPad,1,B,T09-
140.0,ColumnPad,9,B,R01+,ColumnPad,9,B,L01+
140.0,ColumnPad,9,B,R01-,ColumnPad,9,B,L01-
140.0,RowPad,0,B,B10+,RowPad,0,B,T10+
140.0,RowPad,0,B,B10-,RowPad,0,B,T10-
140.0,ColumnPad,10,B,R00+,ColumnPad,10,B,L00+
140.0,ColumnPad,10,B,R00-,ColumnPad,10,B,L00-
140.0,RowPad,11,B,B00+,RowPad,11,B,T00+
140.0,RowPad,11,B,B00+,RowPad,11,B,X00+
140.0,RowPad,11,B,B00-,RowPad,11,B,T00-
140.0,RowPad,11,B,B00-,RowPad,11,B,X00-
280.0,RowPad,11,B,T00+,RowPad,11,B,X00+
280.0,RowPad,11,B,T00-,RowPad,11,B,X00-
140.0,ColumnPad,0,B,R11+,ColumnPad,0,B,L11+
140.0,ColumnPad,0,B,R11-,ColumnPad,0,B,L11-
140.0,RowPad,10,B,B01+,RowPad,10,B,T01+
140.0,RowPad,10,B,B01-,RowPad,10,B,T01-
140.0,ColumnPad,1,B,R10+,ColumnPad,1,B,L10+
140.0,ColumnPad,1,B,R10-,ColumnPad,1,B,L10-
140.0,RowPad,9,B,B02+,RowPad,9,B,T02+
140.0,RowPad,9,B,B02-,RowPad,9,B,T02-
140.0,ColumnPad,2,B,R09+,ColumnPad,2,B,L09+
140.0,ColumnPad,2,B,R09-,ColumnPad,2,B,L09-
140.0,RowPad,8,B,B03+,RowPad,8,B,T03+
140.0,RowPad,8,B,B03-,RowPad,8,B,T03-
140.0,ColumnPad,3,B,R08+,ColumnPad,3,B,L08+
140.0,ColumnPad,3,B,R08-,ColumnPad,3,B,L08-
140.0,RowPad,7,B,B04+,RowPad,7,B,T04+
140.0,RowPad,7,B,B04-,RowPad,7,B,T04-
140.0,ColumnPad,4,B,R07+,ColumnPad,4,B,L07+
140.0,ColumnPad,4,B,R07-,ColumnPad,4,B,L07-
140.0,RowPad,6,B,B05+,RowPad,6,B,T05+
140.0,RowPad,6,B,B05-,RowPad,6,B,T05-
140.0,ColumnPad,5,B,R06+,ColumnPad,5,B,L06+
140.0,ColumnPad,5,B,R06-,ColumnPad,5,B,L06-
140.0,RowPad,5,B,B06+,RowPad,5,B,T06+
140.0,RowPad,5,B,B06-,RowPad,5,B,T06-
140.0,ColumnPad,6,B,R05+,ColumnPad,6,B,L05+
140.0,ColumnPad,6,B,R05-,ColumnPad,6,B,L05-
140.0,RowPad,4,B,B07+,RowPad,4,B,T07+
140.0,RowPad,4,B,B07-,RowPad,4,B,T07-
140.0,ColumnPad,7,B,R04+,ColumnPad,7,B,L04+
140.0,ColumnPad,7,B,R04-,ColumnPad,7,B,L04-
140.0,RowPad,3,B,B08+,RowPad,3,B,T08+
140.0,RowPad,3,B,B08-,RowPad,3,B,T08-
140.0,ColumnPad,8,B,R03+,ColumnPad,8,B,L03+
140.0,ColumnPad,8,B,R03-,ColumnPad,8,B,L03-
140.0,RowPad,2,B,B09+,RowPad,2,B,T09+
140.0,RowPad,2,B,B09-,RowPad,2,B,T09-
140.0,ColumnPad,9,B,R02+,ColumnPad,9,B,L02+
140.0,ColumnPad,9,B,R02-,ColumnPad,9,B,L02-
140.0,RowPad,1,B,B10+,RowPad,1,B,T10+
140.0,RowPad,1,B,B10-,RowPad,1,B,T10-
140.0,ColumnPad,10,B,R01+,ColumnPad,10,B,L01+
140.0,ColumnPad,10,B,R01-,ColumnPad,10,B,L01-
140.0,RowPad,0,B,B11+,RowPad,0,B,T11+
140.0,RowPad,0,B,B11-,RowPad,0,B,T11-
140.0,ColumnPad,11,B,R00+,ColumnPad,11,B,L00+
140.0,ColumnPad,11,B,R00-,ColumnPad,11,B,L00-
140.0,RowPad,11,B,B01+,RowPad,11,B,T01+
140.0,RowPad,11,B,B01-,RowPad,11,B,T01-
140.0,ColumnPad,1,B,R11+,ColumnPad,1,B,L11+
140.0,ColumnPad,1,B,R11-,ColumnPad,1,B,L11-
140.0,RowPad,10,B,B02+,RowPad,10,B,T02+
140.0,RowPad,10,B,B02-,RowPad,10,B,T02-
140.0,ColumnPad,2,B,R10+,ColumnPad,2,B,L10+
140.0,ColumnPad,2,B,R10-,ColumnPad,2,B,L10-
140.0,RowPad,9,B,B03+,RowPad,9,B,T03+
140.0,RowPad,9,B,B03-,RowPad,9,B,T03-
140.0,ColumnPad,3,B,R09+,ColumnPad,3,B,L09+
140.0,ColumnPad,3,B,R09-,ColumnPad,3,B,L09-
140.0,RowPad,8,B,B04+,RowPad,8,B,T04+
140.0,RowPad,8,B,B04-,RowPad,8,B,T04-
140.0,ColumnPad,4,B,R08+,ColumnPad,4,B,L08+
140.0,ColumnPad,4,B,R08-,ColumnPad,4,B,L08-
140.0,RowPad,7,B,B05+,RowPad,7,B,T05+
140.0,RowPad,7,B,B05-,RowPad,7,B,T05-
140.0,ColumnPad,5,B,R07+,ColumnPad,5,B,L07+
140.0,ColumnPad,5,B,R07-,ColumnPad,5,B,L07-
140.0,RowPad,6,B,B06+,RowPad,6,B,T06+
140.0,RowPad,6,B,B06-,RowPad,6,B,T06-
140.0,ColumnPad,6,B,R06+,ColumnPad,6,B,L06+
140.0,ColumnPad,6,B,R06-,ColumnPad,6,B,L06-
140.0,RowPad,5,B,B07+,RowPad,5,B,T07+
140.0,RowPad,5,B,B07-,RowPad,5,B,T07-
140.0,ColumnPad,7,B,R05+,ColumnPad,7,B,L05+
140.0,ColumnPad,7,B,R05-,ColumnPad,7,B,L05-
140.0,RowPad,4,B,B08+,RowPad,4,B,T08+
140.0,RowPad,4,B,B08-,RowPad,4,B,T08-
140.0,ColumnPad,8,B,R04+,ColumnPad,8,B,L04+
140.0,ColumnPad,8,B,R04-,ColumnPad,8,B,L04-
140.0,RowPad,3,B,B09+,RowPad,3,B,T09+
140.0,RowPad,3,B,B09-,RowPad,3,B,T09-
140.0,ColumnPad,9,B,R03+,ColumnPad,9,B,L03+
140.0,ColumnPad,9,B,R03-,ColumnPad,9,B,L03-
140.0,RowPad,2,B,B10+,RowPad,2,B,T10+
140.0,RowPad,2,B,B10-,RowPad,2,B,T10-
140.0,ColumnPad,10,B,R02+,ColumnPad,10,B,L02+
140.0,ColumnPad,10,B,R02-,ColumnPad,10,B,L02-
140.0,RowPad,1,B,B11+,RowPad,1,B,T11+
140.0,RowPad,1,B,B11-,RowPad,1,B,T11-
140.0,ColumnPad,11,B,R01+,ColumnPad,11,B,L01+
140.0,ColumnPad,11,B,R01-,ColumnPad,11,B,L01-
140.0,RowPad,11,B,B02+,RowPad,11,B,T02+
140.0,RowPad,11,B,B02-,RowPad,11,B,T02-
140.0,ColumnPad,2,B,R11+,ColumnPad,2,B,L11+
140.0,ColumnPad,2,B,R11-,ColumnPad,2,B,L11-
140.0,RowPad,10,B,B03+,RowPad,10,B,T03+
140.0,RowPad,10,B,B03-,RowPad,10,B,T03-
140.0,ColumnPad,3,B,R10+,ColumnPad,3,B,L10+
140.0,ColumnPad,3,B,R10-,ColumnPad,3,B,L10-
140.0,RowPad,9,B,B04+,RowPad,9,B,T04+
140.0,RowPad,9,B,B04-,RowPad,9,B,T04-
140.0,ColumnPad,4,B,R09+,ColumnPad,4,B,L09+
140.0,ColumnPad,4,B,R09-,ColumnPad,4,B,L09-
140.0,RowPad,8,B,B05+,RowPad,8,B,T05+
140.0,RowPad,8,B,B05-,RowPad,8,B,T05-
140.0,ColumnPad,5,B,R08+,ColumnPad,5,B,L08+
140.0,ColumnPad,5,B,R08-,ColumnPad,5,B,L08-
140.0,RowPad,7,B,B06+,RowPad,7,B,T06+
140.0,RowPad,7,B,B06-,RowPad,7,B,T06-
140.0,ColumnPad,6,B,R07+,ColumnPad,6,B,L07+
140.0,ColumnPad,6,B,R07-,ColumnPad,6,B,L07-
140.0,RowPad,6,B,B07+,RowPad,6,B,T07+
140.0,RowPad,6,B,B07-,RowPad,6,B,T07-
140.0,ColumnPad,7,B,R06+,ColumnPad,7,B,L06+
140.0,ColumnPad,7,B,R06-,ColumnPad,7,B,L06-
140.0,RowPad,5,B,B08+,RowPad,5,B,T08+
140.0,RowPad,5,B,B08-,RowPad,5,B,T08-
140.0,ColumnPad,8,B,R05+,ColumnPad,8,B,L05+
140.0,ColumnPad,8,B,R05-,ColumnPad,8,B,L05-
140.0,RowPad,4,B,B09+,RowPad,4,B,T09+
140.0,RowPad,4,B,B09-,RowPad,4,B,T09-
140.0,ColumnPad,9,B,R04+,ColumnPad,9,B,L04+
140.0,ColumnPad,9,B,R04-,ColumnPad,9,B,L04-
140.0,RowPad,3,B,B10+,RowPad,3,B,T10+
140.0,RowPad,3,B,B10-,RowPad,3,B,T10-
140.0,ColumnPad,10,B,R03+,ColumnPad,10,B,L03+
140.0,ColumnPad,10,B,R03-,ColumnPad,10,B,L03-
140.0,RowPad,2,B,B11+,RowPad,2,B,T11+
140.0,RowPad,2,B,B11-,RowPad,2,B,T11-
140.0,ColumnPad,11,B,R02+,ColumnPad,11,B,L02+
140.0,ColumnPad,11,B,R02-,ColumnPad,11,B,L02-
140.0,RowPad,11,B,B03+,RowPad,11,B,T03+
140.0,RowPad,11,B,B03-,RowPad,11,B,T03-
140.0,ColumnPad,3,B,R11+,ColumnPad,3,B,L11+
140.0,ColumnPad,3,B,R11-,ColumnPad,3,B,L11-
140.0,RowPad,10,B,B04+,RowPad,10,B,T04+
140.0,RowPad,10,B,B04-,RowPad,10,B,T04-
140.0,ColumnPad,4,B,R10+,ColumnPad,4,B,L10+
140.0,ColumnPad,4,B,R10-,ColumnPad,4,B,L10-
140.0,RowPad,9,B,B05+,RowPad,9,B,T05+
140.0,RowPad,9,B,B05-,RowPad,9,B,T05-
140.0,ColumnPad,5,B,R09+,ColumnPad,5,B,L09+
140.0,ColumnPad,5,B,R09-,ColumnPad,5,B,L09-
140.0,RowPad,8,B,B06+,RowPad,8,B,T06+
140.0,RowPad,8,B,B06-,RowPad,8,B,T06-
140.0,ColumnPad,6,B,R08+,ColumnPad,6,B,L08+
140.0,ColumnPad,6,B,R08-,ColumnPad,6,B,L08-
140.0,RowPad,7,B,B07+,RowPad,7,B,T07+
140.0,RowPad,7,B,B07-,RowPad,7,B,T07-
140.0,ColumnPad,7,B,R07+,ColumnPad,7,B,L07+
140.0,ColumnPad,7,B,R07-,ColumnPad,7,B,L07-
140.0,RowPad,6,B,B08+,RowPad,6,B,T08+
140.0,RowPad,6,B,B08-,RowPad,6,B,T08-
140.0,ColumnPad,8,B,R06+,ColumnPad,8,B,L06+
140.0,ColumnPad,8,B,R06-,ColumnPad,8,B,L06-
140.0,RowPad,5,B,B09+,RowPad,5,B,T09+
140.0,RowPad,5,B,B09-,RowPad,5,B,T09-
140.0,ColumnPad,9,B,R05+,ColumnPad,9,B,L05+
140.0,ColumnPad,9,B,R05-,ColumnPad,9,B,L05-
140.0,RowPad,4,B,B10+,RowPad,4,B,T10+
140.0,RowPad,4,B,B10-,RowPad,4,B,T10-
140.0,ColumnPad,10,B,R04+,ColumnPad,10,B,L04+
140.0,ColumnPad,10,B,R04-,ColumnPad,10,B,L04-
140.0,RowPad,3,B,B11+,RowPad,3,B,T11+
140.0,RowPad,3,B,B11-,RowPad,3,B,T11-
140.0,ColumnPad,11,B,R03+,ColumnPad,11,B,L03+
140.0,ColumnPad,11,B,R03-,ColumnPad,11,B,L03-
140.0,RowPad,11,B,B04+,RowPad,11,B,T04+
140.0,RowPad,11,B,B04-,RowPad,11,B,T04-
140.0,ColumnPad,4,B,R11+,ColumnPad,4,B,L11+
140.0,ColumnPad,4,B,R11-,ColumnPad,4,B,L11-
140.0,RowPad,10,B,B05+,RowPad,10,B,T05+
140.0,RowPad,10,B,B05-,RowPad,10,B,T05-
140.0,ColumnPad,5,B,R10+,ColumnPad,5,B,L10+
140.0,ColumnPad,5,B,R10-,ColumnPad,5,B,L10-
140.0,RowPad,9,B,B06+,RowPad,9,B,T06+
140.0,RowPad,9,B,B06-,RowPad,9,B,T06-
140.0,ColumnPad,6,B,R09+,ColumnPad,6,B,L09+
140.0,ColumnPad,6,B,R09-,ColumnPad,6,B,L09-
140.0,RowPad,8,B,B07+,RowPad,8,B,T07+
140.0,RowPad,8,B,B07-,RowPad,8,B,T07-
140.0,ColumnPad,7,B,R08+,ColumnPad,7,B,L08+
140.0,ColumnPad,7,B,R08-,ColumnPad,7,B,L08-
140.0,RowPad,7,B,B08+,RowPad,7,B,T08+
140.0,RowPad,7,B,B08-,RowPad,7,B,T08-
140.0,ColumnPad,8,B,R07+,ColumnPad,8,B,L07+
140.0,ColumnPad,8,B,R07-,ColumnPad,8,B,L07-
140.0,RowPad,6,B,B09+,RowPad,6,B,T09+
140.0,RowPad,6,B,B09-,RowPad,6,B,T09-
140.0,ColumnPad,9,B,R06+,ColumnPad,9,B,L06+
140.0,ColumnPad,9,B,R06-,ColumnPad,9,B,L06-
140.0,RowPad,5,B,B10+,RowPad,5,B,T10+
140.0,RowPad,5,B,B10-,RowPad,5,B,T10-
140.0,ColumnPad,10,B,R05+,ColumnPad,10,B,L05+
140.0,ColumnPad,10,B,R05-,ColumnPad,10,B,L05-
140.0,RowPad,4,B,B11+,RowPad,4,B,T11+
140.0,RowPad,4,B,B11-,RowPad,4,B,T11-
140.0,ColumnPad,11,B,R04+,ColumnPad,11,B,L04+
140.0,ColumnPad,11,B,R04-,ColumnPad,11,B,L04-
140.0,RowPad,11,B,B05+,RowPad,11,B,T05+
140.0,RowPad,11,B,B05-,RowPad,11,B,T05-
140.0,ColumnPad,5,B,R11+,ColumnPad,5,B,L11+
140.0,ColumnPad,5,B,R11-,ColumnPad,5,B,L11-
140.0,RowPad,10,B,B06+,RowPad,10,B,T06+
140.0,RowPad,10,B,B06-,RowPad,10,B,T06-
140.0,ColumnPad,6,B,R10+,ColumnPad,6,B,L10+
140.0,ColumnPad,6,B,R10-,ColumnPad,6,B,L10-
140.0,RowPad,9,B,B07+,RowPad,9,B,T07+
140.0,RowPad,9,B,B07-,RowPad,9,B,T07-
140.0,ColumnPad,7,B,R09+,ColumnPad,7,B,L09+
140.0,ColumnPad,7,B,R09-,ColumnPad,7,B,L09-
140.0,RowPad,8,B,B08+,RowPad,8,B,T08+
140.0,RowPad,8,B,B08-,RowPad,8,B,T08-
140.0,ColumnPad,8,B,R08+,ColumnPad,8,B,L08+
140.0,ColumnPad,8,B,R08-,ColumnPad,8,B,L08-
140.0,RowPad,7,B,B09+,RowPad,7,B,T09+
140.0,RowPad,7,B,B09-,RowPad,7,B,T09-
140.0,ColumnPad,9,B,R07+,ColumnPad,9,B,L07+
140.0,ColumnPad,9,B,R07-,ColumnPad,9,B,L07-
140.0,RowPad,6,B,B10+,RowPad,6,B,T10+
140.0,RowPad,6,B,B10-,RowPad,6,B,T10-
140.0,ColumnPad,10,B,R06+,ColumnPad,10,B,L06+
140.0,ColumnPad,10,B,R06-,ColumnPad,10,B,L06-
140.0,RowPad,5,B,B11+,RowPad,5,B,T11+
140.0,RowPad,5,B,B11-,RowPad,5,B,T11-
140.0,ColumnPad,11,B,R05+,ColumnPad,11,B,L05+
140.0,ColumnPad,11,B,R05-,ColumnPad,11,B,L05-
140.0,RowPad,11,B,B06+,RowPad,11,B,T06+
140.0,RowPad,11,B,B06-,RowPad,11,B,T06-
140.0,ColumnPad,6,B,R11+,ColumnPad,6,B,L11+
140.0,ColumnPad,6,B,R11-,ColumnPad,6,B,L11-
140.0,RowPad,10,B,B07+,RowPad,10,B,T07+
140.0,RowPad,10,B,B07-,RowPad,10,B,T07-
140.0,ColumnPad,7,B,R10+,ColumnPad,7,B,L10+
140.0,ColumnPad,7,B,R10-,ColumnPad,7,B,L10-
140.0,RowPad,9,B,B08+,RowPad,9,B,T08+
140.0,RowPad,9,B,B08-,RowPad,9,B,T08-
140.0,ColumnPad,8,B,R09+,ColumnPad,8,B,L09+
140.0,ColumnPad,8,B,R09-,ColumnPad,8,B,L09-
140.0,RowPad,8,B,B09+,RowPad,8,B,T09+
140.0,RowPad,8,B,B09-,RowPad,8,B,T09-
140.0,ColumnPad,9,B,R08+,ColumnPad,9,B,L08+
140.0,ColumnPad,9,B,R08-,ColumnPad,9,B,L08-
140.0,RowPad,7,B,B10+,RowPad,7,B,T10+
140.0,RowPad,7,B,B10-,RowPad,7,B,T10-
140.0,ColumnPad,10,B,R07+,ColumnPad,10,B,L07+
140.0,ColumnPad,10,B,R07-,ColumnPad,10,B,L07-
140.0,RowPad,6,B,B11+,RowPad,6,B,T11+
140.0,RowPad,6,B,B11-,RowPad,6,B,T11-
140.0,ColumnPad,11,B,R06+,ColumnPad,11,B,L06+
140.0,ColumnPad,11,B,R06-,ColumnPad,11,B,L06-
140.0,RowPad,11,B,B07+,RowPad,11,B,T07+
140.0,RowPad,11,B,B07-,RowPad,11,B,T07-
140.0,ColumnPad,7,B,R11+,ColumnPad,7,B,L11+
140.0,ColumnPad,7,B,R11-,ColumnPad,7,B,L11-
140.0,RowPad,10,B,B08+,RowPad,10,B,T08+
140.0,RowPad,10,B,B08-,RowPad,10,B,T08-
140.0,ColumnPad,8,B,R10+,ColumnPad,8,B,L10+
140.0,ColumnPad,8,B,R10-,ColumnPad,8,B,L10-
140.0,RowPad,9,B,B09+,RowPad,9,B,T09+
140.0,RowPad,9,B,B09-,RowPad,9,B,T09-
140.0,ColumnPad,9,B,R09+,ColumnPad,9,B,L09+
140.0,ColumnPad,9,B,R09-,ColumnPad,9,B,L09-
140.0,RowPad,8,B,B10+,RowPad,8,B,T10+
140.0,RowPad,8,B,B10-,RowPad,8,B,T10-
140.0,ColumnPad,10,B,R08+,ColumnPad,10,B,L08+
140.0,ColumnPad,10,B,R08-,ColumnPad,10,B,L08-
140.0,RowPad,7,B,B11+,RowPad,7,B,T11+
140.0,RowPad,7,B,B11-,RowPad,7,B,T11-
140.0,ColumnPad,11,B,R07+,ColumnPad,11,B,L07+
140.0,ColumnPad,11,B,R07-,ColumnPad,11,B,L07-
140.0,RowPad,11,B,B08+,RowPad,11,B,T08+
140.0,RowPad,11,B,B08-,RowPad,11,B,T08-
140.0,ColumnPad,8,B,R11+,ColumnPad,8,B,L11+
140.0,ColumnPad,8,B,R11-,ColumnPad,8,B,L11-
140.0,RowPad,10,B,B09+,RowPad,10,B,T09+
140.0,RowPad,10,B,B09-,RowPad,10,B,T09-
140.0,ColumnPad,9,B,R10+,ColumnPad,9,B,L10+
140.0,ColumnPad,9,B,R10-,ColumnPad,9,B,L10-
140.0,RowPad,9,B,B10+,RowPad,9,B,T10+
140.0,RowPad,9,B,B10-,RowPad,9,B,T10-
140.0,ColumnPad,10,B,R09+,ColumnPad,10,B,L09+
140.0,ColumnPad,10,B,R09-,ColumnPad,10,B,L09-
140.0,RowPad,8,B,B11+,RowPad,8,B,T11+
140.0,RowPad,8,B,B11-,RowPad,8,B,T11-
140.0,ColumnPad,11,B,R08+,ColumnPad,11,B,L08+
140.0,ColumnPad,11,B,R08-,ColumnPad,11,B,L08-
140.0,RowPad,11,B,B09+,RowPad,11,B,T09+
140.0,RowPad,11,B,B09-,RowPad,11,B,T09-
140.0,ColumnPad,9,B,R11+,ColumnPad,9,B,L11+
140.0,ColumnPad,9,B,R11-,ColumnPad,9,B,L11-
140.0,RowPad,10,B,B10+,RowPad,10,B,T10+
140.0,RowPad,10,B,B10-,RowPad,10,B,T10-
140.0,ColumnPad,10,B,R10+,ColumnPad,10,B,L10+
140.0,ColumnPad,10,B,R10-,ColumnPad,10,B,L10-
140.0,RowPad,9,B,B11+,RowPad,9,B,T11+
140.0,RowPad,9,B,B11-,RowPad,9,B,T11-
140.0,ColumnPad,11,B,R09+,ColumnPad,11,B,L09+
140.0,ColumnPad,11,B,R09-,ColumnPad,11,B,L09-
140.0,RowPad,11,B,B10+,RowPad,11,B,T10+
140.0,RowPad,11,B,B10-,RowPad,11,B,T10-
140.0,ColumnPad,10,B,R11+,ColumnPad,10,B,L11+
140.0,ColumnPad,10,B,R11-,ColumnPad,10,B,L11-
140.0,RowPad,10,B,B11+,RowPad,10,B,T11+
140.0,RowPad,10,B,B11-,RowPad,10,B,T11-
140.0,ColumnPad,11,B,R10+,ColumnPad,11,B,L10+
140.0,ColumnPad,11,B,R10-,ColumnPad,11,B,L10-
140.0,RowPad,11,B,B11+,RowPad,11,B,T11+
140.0,RowPad,11,B,B11-,RowPad,11,B,T11-
140.0,ColumnPad,11,B,R11+,ColumnPad,11,B,L11+
140.0,ColumnPad,11,B,R11-,ColumnPad,11,B,L11-
